,ACCT_ID,SEASON_YEAR,SEASON_TICKET_MEMBER,TICKET_COUNT,TICKET_SPEND,SUM_TICKET_COUNT,SUM_TICKET_SPEND,ATTEND_COUNT,RECEIVE_FORWARD_COUNT,FORWARD_COUNT,RETURN_COUNT,MERCH_PURCHASES,MERCH_SPEND,EMAIL_CLICKS,TICKET_EMAIL_CLICKS,CFYSC_REGISTRATIONS,SF_TASKS,SF_LISTEMAILS,SF_EVENTS,SF_EMAILS,SF_CALLS,SF_CADENCES,MLS_DAY_TENURE,ROOKIE,RENEWED_NEXT_YEAR,FORM_RESPONSES,AVG_FORM_SENTIMENT,AVG_NPS,MLS_YEAR_TENURE,ATTENDANCE_RATE,SF_SUM,FORWARD_AND_RETURN,MERCH_BINARY,SPEND
ACCT_ID,1.0,0.05035780829470325,,-0.020135819405997252,0.002907293238943357,0.028364661895835357,0.01342126102053451,-0.04568829202884883,0.003952085216841383,0.007490762912238193,0.0243656802664731,-0.02574572222125558,-0.019627064667410595,-0.08294666423392026,-0.0588326308022086,-0.007030086178485774,0.026964858384590597,0.0015095333801181897,-0.0029753376160473292,0.012328497593756114,0.010982399644035202,0.010817541681636449,-0.26993145831547893,0.2706384614234022,-0.12020481316835009,-0.009337343871789121,0.01968905596194618,-0.021431541026120215,-0.26993145831547904,-0.07114684937327696,0.011220201966701978,0.01974604128164368,-0.007694495982192159,0.002107620356611595
SEASON_YEAR,0.05035780829470325,1.0,,-0.2700968587345924,-0.07587302450402637,0.6924340287772336,0.3989379657829624,0.34394484570800504,0.10076900666621676,0.07096999985488389,0.1725241242727711,-0.03815675773536697,0.00037089276117795985,0.29484833826100365,0.25398559164290213,0.05721573528916154,0.299356059520317,0.6761786363594874,0.007269524459611615,0.23643168849880558,0.3937435925601636,0.046720760968520327,0.2913700244594166,-0.29296979558850955,0.0960504723139139,0.21951668520453205,0.05986535354650661,0.20229792001506203,0.2913700244594152,0.07135872520050911,0.6566272137961564,0.15070028012256573,-0.05012563470873037,-0.07575453681001597
SEASON_TICKET_MEMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TICKET_COUNT,-0.020135819405997252,-0.2700968587345924,,1.0,0.4348695522231201,-0.1546379007270623,-0.08717223703718945,0.14379263997560945,0.09756371924833163,0.4851322777212698,0.18018988671360955,0.10634642084697142,0.09303950808475306,-0.031528298615569876,-0.009599796025975722,-0.009623255648793889,0.01809091996004333,-0.1981987967145867,0.04201614462422929,0.03881813486036284,-0.042891838546662564,-0.03282233151839206,-0.09546842271222539,0.08867260021545488,0.3295617513678229,0.03309955209258798,-0.01492630872176186,0.02047688755773535,-0.09546842271222596,0.25805307567352465,-0.1250610185910329,0.4069267886553163,0.1075353762046022,0.4380485700090919
TICKET_SPEND,0.002907293238943357,-0.07587302450402637,,0.4348695522231201,1.0,-0.07052108590233139,0.000301538495878462,-0.020839481026477324,0.03636573101169233,0.31559542543276276,0.09599544240471097,0.0038313605098849123,0.013356308828394723,-0.013183361816077172,0.0016240563010455802,0.013980304915073887,0.012654762063193548,-0.08880461023690958,0.03285377385007167,0.06849602243851563,-0.017586996322211213,-0.008692857604947786,-0.06472829921720595,0.039043088462272876,0.09628272848917498,-0.009954128248373006,-0.014097485377966726,-0.0056856907526794224,-0.06472829921720591,-0.0037279190536359972,-0.04302362681080514,0.251481190650095,0.0029394387918113677,0.9991780058501991
SUM_TICKET_COUNT,0.028364661895835357,0.6924340287772336,,-0.1546379007270623,-0.07052108590233139,1.0,0.6013242258007934,0.277638585750453,0.13783507169415166,0.0435776908379976,0.062216703267773045,-0.01655899539654246,0.013069842950120907,0.29420140060119315,0.2566010488159745,0.04936810319983998,0.18220286624262227,0.6761400119251235,0.0107011283041796,0.06180155421401905,0.2556488297120668,0.032152668578765295,0.24210006275329063,-0.21813938813798422,0.21335839031759235,0.16253482191855767,0.05430501990530504,0.05963474273410415,0.24210006275328969,0.08921605833620846,0.5432815082737043,0.06526488033278409,-0.02206273531183849,-0.06989506212611381
SUM_TICKET_SPEND,0.01342126102053451,0.3989379657829624,,-0.08717223703718945,0.000301538495878462,0.6013242258007934,1.0,0.1337012803902727,0.09057835865951724,0.07740838462065194,0.014091761872662006,-0.014316183173221027,0.005191722304822606,0.17159970878914935,0.14220938578054682,0.041944824504395836,0.08618693492043392,0.37067033422243517,0.018091982695838865,0.04803937986489215,0.12432027680473934,0.033262670678511366,0.1334200481848802,-0.13472784017230865,0.132880926079155,0.08419400652948617,0.031443959023043304,0.02757182621373979,0.1334200481848805,0.02929882378899147,0.2928490492927638,0.05578578133707721,-0.017054957717616465,0.000511607091331996
ATTEND_COUNT,-0.04568829202884883,0.34394484570800504,,0.14379263997560945,-0.020839481026477324,0.277638585750453,0.1337012803902727,1.0,0.18300868898767061,0.0027060495472585266,0.0549364804706734,0.16036122755935764,0.15833548292434943,0.2813706927978329,0.25231279682378943,0.035997717052697935,0.1973001395227221,0.24457625180817438,-0.018107839919996326,0.194339053732323,0.2093833239407488,0.005848966299206109,0.1804204914663389,-0.17033609308249809,0.3042452030289711,0.3456975585928733,0.045718989823974585,0.31611856215542006,0.18042049146633884,0.933097322505743,0.3007706266816055,0.035909922222865875,0.16837088494534602,-0.014391923313204312
RECEIVE_FORWARD_COUNT,0.003952085216841383,0.10076900666621676,,0.09756371924833163,0.03636573101169233,0.13783507169415166,0.09057835865951724,0.18300868898767061,1.0,0.216839919718641,0.041811011799528695,0.04799421467364113,0.05721261471345704,0.06088908864486264,0.07143510767568173,0.029886741545725584,0.0629616848259407,0.13185802281433795,0.06987320378030266,0.04825031957229631,0.06394609250895242,-0.0017906441738913242,0.05622124120465886,-0.05144922809323785,0.039424084727799895,0.05802936480637584,-0.0037324961362341044,0.037803716459408415,0.056221241204658705,0.1520355441872058,0.12341557378022855,0.1577271136013764,0.020639263108867205,0.03863562715061468
FORWARD_COUNT,0.007490762912238193,0.07096999985488389,,0.4851322777212698,0.31559542543276276,0.0435776908379976,0.07740838462065194,0.0027060495472585266,0.216839919718641,1.0,0.31996283503480744,-0.004028508766034395,0.010471052181544638,0.01747553826701749,0.020644483561119954,0.011654688951768508,0.02365625789622259,0.02728979356649971,0.041263070506793696,0.03830559636815392,0.01887569997485655,0.0025520979464461655,0.02703428724659671,-0.03789433399335646,0.00026706488412008266,0.009930723237281242,-0.003797768419429996,0.011049291580753223,0.02703428724659663,-0.018203371398910484,0.03572188385486384,0.8066961067164511,-0.013768078581452734,0.3155896293069616
RETURN_COUNT,0.0243656802664731,0.1725241242727711,,0.18018988671360955,0.09599544240471097,0.062216703267773045,0.014091761872662006,0.0549364804706734,0.041811011799528695,0.31996283503480744,1.0,0.010767944963758559,0.016161293866076575,0.07016031183257403,0.07807802152904088,0.0021473791303834276,0.1338412161058143,0.04296553216990497,0.027225490171834787,0.15276160356701315,0.13111872441259617,-0.011061255971864538,0.04452260452302777,-0.046191693518400655,-0.0220101304717706,0.08063741655573388,0.007556554206519834,0.11042778884423886,0.0445226045230277,0.004198084817926577,0.13186654970745007,0.8180122101390476,0.006395146208969431,0.09651975637895194
MERCH_PURCHASES,-0.02574572222125558,-0.03815675773536697,,0.10634642084697142,0.0038313605098849123,-0.01655899539654246,-0.014316183173221027,0.16036122755935764,0.04799421467364113,-0.004028508766034395,0.010767944963758559,1.0,0.8689607864722207,0.13699746445246958,0.11782211513964966,0.011988071759861328,0.0472482118245292,-0.007530839840357846,0.01657171355110613,0.05821044652902631,0.05535352019400966,-0.002859776796192743,0.010833699697711602,-0.004175873481400328,0.09757544913515816,0.08180104568099095,-0.009996908908672766,0.07878668023284799,0.010833699697711538,0.18826995635282823,0.038346117611397654,0.00427080896661072,0.7364242845149962,0.039055031034205386
MERCH_SPEND,-0.019627064667410595,0.00037089276117795985,,0.09303950808475306,0.013356308828394723,0.013069842950120907,0.005191722304822606,0.15833548292434943,0.05721261471345704,0.010471052181544638,0.016161293866076575,0.8689607864722207,1.0,0.17735637970735477,0.1422103891219227,0.006869526825572956,0.03559795972392044,0.02077199170764573,0.026571595847521615,0.060955731459636724,0.059989707728173594,-0.0042235705928984285,0.009518686974415214,-0.013362494257758798,0.08781528070293511,0.0816807155514524,0.006667462330699849,0.07974799767776107,0.009518686974415057,0.17146851243581476,0.05663584427877936,0.01643787901388864,0.6112927190521024,0.05387950662584118
EMAIL_CLICKS,-0.08294666423392026,0.29484833826100365,,-0.031528298615569876,-0.013183361816077172,0.29420140060119315,0.17159970878914935,0.2813706927978329,0.06088908864486264,0.01747553826701749,0.07016031183257403,0.13699746445246958,0.17735637970735477,1.0,0.8758354873704083,0.07936726514518848,0.15153942500294193,0.3331140603908357,-0.0016324083073031052,0.25641528989745765,0.2388343663806313,0.005918943089342436,0.18306392911922925,-0.16063492381194658,0.14049497359795546,0.2704183768014029,0.033166254793336854,0.2207180100996249,0.1830639291192295,0.18868167382069137,0.37612657801891886,0.0543727057227972,0.07476297331620098,-0.005975109098081686
TICKET_EMAIL_CLICKS,-0.0588326308022086,0.25398559164290213,,-0.009599796025975722,0.0016240563010455802,0.2566010488159745,0.14220938578054682,0.25231279682378943,0.07143510767568173,0.020644483561119954,0.07807802152904088,0.11782211513964966,0.1422103891219227,0.8758354873704083,1.0,0.09324139372274447,0.15264074528096963,0.2781331757915108,0.005946139085432105,0.26539424415023527,0.2318295689402042,0.0079654177437647,0.15500212492949414,-0.14122050095177913,0.11839078437842904,0.22812627137108302,0.02179146869079968,0.19603693407724163,0.1550021249294944,0.1714868062993836,0.34292423085193696,0.06123535573041725,0.06851655229352617,0.007387251461297121
CFYSC_REGISTRATIONS,-0.007030086178485774,0.05721573528916154,,-0.009623255648793889,0.013980304915073887,0.04936810319983998,0.041944824504395836,0.035997717052697935,0.029886741545725584,0.011654688951768508,0.0021473791303834276,0.011988071759861328,0.006869526825572956,0.07936726514518848,0.09324139372274447,1.0,0.04308757639788557,0.09383092172828164,0.010368737399780661,0.046243224223269964,0.03420769252473224,0.00417447040354417,0.03490567341824085,-0.02981039941553436,0.012551293362938826,0.024503633503692467,0.005216638221345703,0.0260532568022766,0.03490567341824109,0.018626739475686452,0.08516377209771438,0.008415202562800456,0.02449313432776051,0.014239743376197312
SF_TASKS,0.026964858384590597,0.299356059520317,,0.01809091996004333,0.012654762063193548,0.18220286624262227,0.08618693492043392,0.1973001395227221,0.0629616848259407,0.02365625789622259,0.1338412161058143,0.0472482118245292,0.03559795972392044,0.15153942500294193,0.15264074528096963,0.04308757639788557,1.0,0.230206822496943,0.009738813924076257,0.25766878719710823,0.526689783296716,0.007479696113635292,0.08677032345712873,-0.08155468270665055,0.01704693809975298,0.14715266955411715,0.02236509805607472,0.117464114648394,0.08677032345712825,0.11069844301601238,0.5242048155365043,0.09784655765312529,0.012202900760498256,0.014080699015563141
SF_LISTEMAILS,0.0015095333801181897,0.6761786363594874,,-0.1981987967145867,-0.08880461023690958,0.6761400119251235,0.37067033422243517,0.24457625180817438,0.13185802281433795,0.02728979356649971,0.04296553216990497,-0.007530839840357846,0.02077199170764573,0.3331140603908357,0.2781331757915108,0.09383092172828164,0.230206822496943,1.0,0.024174285739502727,0.18022861617161506,0.3628862589440137,0.06061959465083305,0.23106236242513817,-0.2368998866594912,0.19389582149220974,0.13329533983496109,0.05895298819635929,0.06688834517528976,0.23106236242513747,0.06520587391781436,0.8135705259275859,0.04336816250773323,-0.03568300110610911,-0.0878414013208755
SF_EVENTS,-0.0029753376160473292,0.007269524459611615,,0.04201614462422929,0.03285377385007167,0.0107011283041796,0.018091982695838865,-0.018107839919996326,0.06987320378030266,0.041263070506793696,0.027225490171834787,0.01657171355110613,0.026571595847521615,-0.0016324083073031052,0.005946139085432105,0.010368737399780661,0.009738813924076257,0.024174285739502727,1.0,0.1344733305179984,0.015357070570757641,0.017046022046524896,-0.011933575259590785,0.01822356139967611,0.011554371615071217,0.0139888125122763,-0.0034160429784121215,0.026095651713319644,-0.01193357525959085,-0.018237503718460488,0.057650221697366985,0.04203360862519213,0.01265291139583017,0.03388622839163919
SF_EMAILS,0.012328497593756114,0.23643168849880558,,0.03881813486036284,0.06849602243851563,0.06180155421401905,0.04803937986489215,0.194339053732323,0.04825031957229631,0.03830559636815392,0.15276160356701315,0.05821044652902631,0.060955731459636724,0.25641528989745765,0.26539424415023527,0.046243224223269964,0.25766878719710823,0.18022861617161506,0.1344733305179984,1.0,0.3350922962410181,0.028524107818518003,0.05704953958137803,-0.07192779180239013,0.06280028348145611,0.18839859640727027,0.001231125933840784,0.20404873759389755,0.057049539581378185,0.12094714689906998,0.5113875095393597,0.11854214995549049,0.039053329280862734,0.07087386086702781
SF_CALLS,0.010982399644035202,0.3937435925601636,,-0.042891838546662564,-0.017586996322211213,0.2556488297120668,0.12432027680473934,0.2093833239407488,0.06394609250895242,0.01887569997485655,0.13111872441259617,0.05535352019400966,0.059989707728173594,0.2388343663806313,0.2318295689402042,0.03420769252473224,0.526689783296716,0.3628862589440137,0.015357070570757641,0.3350922962410181,1.0,0.0033493223548156557,0.14318492278754813,-0.13336038786891805,0.015604267582461907,0.15609113379101963,0.013989252237246893,0.1335350607887661,0.1431849227875478,0.09586423187677086,0.7896243979432299,0.09324602576335489,0.0046981843697504935,-0.015130949578028465
SF_CADENCES,0.010817541681636449,0.046720760968520327,,-0.03282233151839206,-0.008692857604947786,0.032152668578765295,0.033262670678511366,0.005848966299206109,-0.0017906441738913242,0.0025520979464461655,-0.011061255971864538,-0.002859776796192743,-0.0042235705928984285,0.005918943089342436,0.0079654177437647,0.00417447040354417,0.007479696113635292,0.06061959465083305,0.017046022046524896,0.028524107818518003,0.0033493223548156557,1.0,0.008777820108186086,-0.01466865832098137,0.018107720657703455,-0.004032087337399711,-0.002092916099666028,-0.006118473168728831,0.008777820108186118,-0.0048256539676579824,0.051109910690371664,-0.005350117876981252,0.00465661505440386,-0.008852234589340998
MLS_DAY_TENURE,-0.26993145831547893,0.2913700244594166,,-0.09546842271222539,-0.06472829921720595,0.24210006275329063,0.1334200481848802,0.1804204914663389,0.05622124120465886,0.02703428724659671,0.04452260452302777,0.010833699697711602,0.009518686974415214,0.18306392911922925,0.15500212492949414,0.03490567341824085,0.08677032345712873,0.23106236242513817,-0.011933575259590785,0.05704953958137803,0.14318492278754813,0.008777820108186086,1.0,-0.5006909707625925,0.171977516467358,0.0912749435880063,0.010761014089039124,0.11246815860702838,0.9999999999999968,0.10210278031876217,0.22126892998331835,0.04418427562535601,0.009552214240875734,-0.06425414264282706
ROOKIE,0.2706384614234022,-0.29296979558850955,,0.08867260021545488,0.039043088462272876,-0.21813938813798422,-0.13472784017230865,-0.17033609308249809,-0.05144922809323785,-0.03789433399335646,-0.046191693518400655,-0.004175873481400328,-0.013362494257758798,-0.16063492381194658,-0.14122050095177913,-0.02981039941553436,-0.08155468270665055,-0.2368998866594912,0.01822356139967611,-0.07192779180239013,-0.13336038786891805,-0.01466865832098137,-0.5006909707625925,1.0,-0.20634841911158616,-0.09286165182472932,0.005433217174566899,-0.10297755596293402,-0.5006909707625931,-0.10031528722379368,-0.22321374025520455,-0.051818700458811956,0.02917048988991835,0.03844811973813064
RENEWED_NEXT_YEAR,-0.12020481316835009,0.0960504723139139,,0.3295617513678229,0.09628272848917498,0.21335839031759235,0.132880926079155,0.3042452030289711,0.039424084727799895,0.00026706488412008266,-0.0220101304717706,0.09757544913515816,0.08781528070293511,0.14049497359795546,0.11839078437842904,0.012551293362938826,0.01704693809975298,0.19389582149220974,0.011554371615071217,0.06280028348145611,0.015604267582461907,0.018107720657703455,0.171977516467358,-0.20634841911158616,1.0,0.12372044366545676,0.026454944542019593,0.09035827955031525,0.17197751646735754,0.3133416441388332,0.13698731668396655,-0.013566841137776925,0.1011286151688251,0.09971160432967892
FORM_RESPONSES,-0.009337343871789121,0.21951668520453205,,0.03309955209258798,-0.009954128248373006,0.16253482191855767,0.08419400652948617,0.3456975585928733,0.05802936480637584,0.009930723237281242,0.08063741655573388,0.08180104568099095,0.0816807155514524,0.2704183768014029,0.22812627137108302,0.024503633503692467,0.14715266955411715,0.13329533983496109,0.0139888125122763,0.18839859640727027,0.15609113379101963,-0.004032087337399711,0.0912749435880063,-0.09286165182472932,0.12372044366545676,1.0,0.10214227968236657,0.4857862527437593,0.09127494358800639,0.2708184738632416,0.20553533798163456,0.05632729186818365,0.06978591984223224,-0.006629104733763595
AVG_FORM_SENTIMENT,0.01968905596194618,0.05986535354650661,,-0.01492630872176186,-0.014097485377966726,0.05430501990530504,0.031443959023043304,0.045718989823974585,-0.0037324961362341044,-0.003797768419429996,0.007556554206519834,-0.009996908908672766,0.006667462330699849,0.033166254793336854,0.02179146869079968,0.005216638221345703,0.02236509805607472,0.05895298819635929,-0.0034160429784121215,0.001231125933840784,0.013989252237246893,-0.002092916099666028,0.010761014089039124,0.005433217174566899,0.026454944542019593,0.10214227968236657,1.0,0.18007936911397893,0.01076101408903922,0.026340059827238735,0.04321455353592284,0.0024077667361942306,0.0027195052835212352,-0.013807955454467391
AVG_NPS,-0.021431541026120215,0.20229792001506203,,0.02047688755773535,-0.0056856907526794224,0.05963474273410415,0.02757182621373979,0.31611856215542006,0.037803716459408415,0.011049291580753223,0.11042778884423886,0.07878668023284799,0.07974799767776107,0.2207180100996249,0.19603693407724163,0.0260532568022766,0.117464114648394,0.06688834517528976,0.026095651713319644,0.20404873759389755,0.1335350607887661,-0.006118473168728831,0.11246815860702838,-0.10297755596293402,0.09035827955031525,0.4857862527437593,0.18007936911397893,1.0,0.11246815860702877,0.24518450910031714,0.15730197102792712,0.07558835745620154,0.07820840473025562,-0.002444842262986713
MLS_YEAR_TENURE,-0.26993145831547904,0.2913700244594152,,-0.09546842271222596,-0.06472829921720591,0.24210006275328969,0.1334200481848805,0.18042049146633884,0.056221241204658705,0.02703428724659663,0.0445226045230277,0.010833699697711538,0.009518686974415057,0.1830639291192295,0.1550021249294944,0.03490567341824109,0.08677032345712825,0.23106236242513747,-0.01193357525959085,0.057049539581378185,0.1431849227875478,0.008777820108186118,0.9999999999999968,-0.5006909707625931,0.17197751646735754,0.09127494358800639,0.01076101408903922,0.11246815860702877,1.0,0.10210278031876227,0.22126892998331876,0.044184275625356,0.009552214240875665,-0.06425414264282663
ATTENDANCE_RATE,-0.07114684937327696,0.07135872520050911,,0.25805307567352465,-0.0037279190536359972,0.08921605833620846,0.02929882378899147,0.933097322505743,0.1520355441872058,-0.018203371398910484,0.004198084817926577,0.18826995635282823,0.17146851243581476,0.18868167382069137,0.1714868062993836,0.018626739475686452,0.11069844301601238,0.06520587391781436,-0.018237503718460488,0.12094714689906998,0.09586423187677086,-0.0048256539676579824,0.10210278031876217,-0.10031528722379368,0.3133416441388332,0.2708184738632416,0.026340059827238735,0.24518450910031714,0.10210278031876227,1.0,0.11939814776297282,-0.008432988775569328,0.2012354179350169,0.003228738944584574
SF_SUM,0.011220201966701978,0.6566272137961564,,-0.1250610185910329,-0.04302362681080514,0.5432815082737043,0.2928490492927638,0.3007706266816055,0.12341557378022855,0.03572188385486384,0.13186654970745007,0.038346117611397654,0.05663584427877936,0.37612657801891886,0.34292423085193696,0.08516377209771438,0.5242048155365043,0.8135705259275859,0.057650221697366985,0.5113875095393597,0.7896243979432299,0.051109910690371664,0.22126892998331835,-0.22321374025520455,0.13698731668396655,0.20553533798163456,0.04321455353592284,0.15730197102792712,0.22126892998331876,0.11939814776297282,1.0,0.10394009081863942,-0.008621644215002633,-0.040668868136767476
FORWARD_AND_RETURN,0.01974604128164368,0.15070028012256573,,0.4069267886553163,0.251481190650095,0.06526488033278409,0.05578578133707721,0.035909922222865875,0.1577271136013764,0.8066961067164511,0.8180122101390476,0.00427080896661072,0.01643787901388864,0.0543727057227972,0.06123535573041725,0.008415202562800456,0.09784655765312529,0.04336816250773323,0.04203360862519213,0.11854214995549049,0.09324602576335489,-0.005350117876981252,0.04418427562535601,-0.051818700458811956,-0.013566841137776925,0.05632729186818365,0.0024077667361942306,0.07558835745620154,0.044184275625356,-0.008432988775569328,0.10394009081863942,1.0,-0.004369814192707852,0.25180471642137864
MERCH_BINARY,-0.007694495982192159,-0.05012563470873037,,0.1075353762046022,0.0029394387918113677,-0.02206273531183849,-0.017054957717616465,0.16837088494534602,0.020639263108867205,-0.013768078581452734,0.006395146208969431,0.7364242845149962,0.6112927190521024,0.07476297331620098,0.06851655229352617,0.02449313432776051,0.012202900760498256,-0.03568300110610911,0.01265291139583017,0.039053329280862734,0.0046981843697504935,0.00465661505440386,0.009552214240875734,0.02917048988991835,0.1011286151688251,0.06978591984223224,0.0027195052835212352,0.07820840473025562,0.009552214240875665,0.2012354179350169,-0.008621644215002633,-0.004369814192707852,1.0,0.027718098968575564
SPEND,0.002107620356611595,-0.07575453681001597,,0.4380485700090919,0.9991780058501991,-0.06989506212611381,0.000511607091331996,-0.014391923313204312,0.03863562715061468,0.3155896293069616,0.09651975637895194,0.039055031034205386,0.05387950662584118,-0.005975109098081686,0.007387251461297121,0.014239743376197312,0.014080699015563141,-0.0878414013208755,0.03388622839163919,0.07087386086702781,-0.015130949578028465,-0.008852234589340998,-0.06425414264282706,0.03844811973813064,0.09971160432967892,-0.006629104733763595,-0.013807955454467391,-0.002444842262986713,-0.06425414264282663,0.003228738944584574,-0.040668868136767476,0.25180471642137864,0.027718098968575564,1.0
